onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
-1.5,0.5,-1.5,0.5,0,8,72,1,n1-1,0,0,1.5,3/4,F.V{,F,I,V,,V,,{,M
-1.0,0.5,-1.0,0.5,8,8,72,1,n2-1,0,0,,,,,,,,,,,
-0.5,0.5,-0.5,0.5,16,8,72,1,n3-1,0,0,,,,,,,,,,,
0.0,0.75,0.0,0.75,24,12,72,1,n6-1,1,1,,,,,,,,,,,
0.0,2.0,0.0,2.0,24,32,60,5,n18-1,1,1,,,,,,,,,,,
0.0,2.0,0.0,2.0,24,32,53,5,n16-1,1,1,2.0,3/4,I,F,I,I,,I,,,M
0.0,2.0,0.0,2.0,24,32,57,5,n17-1,1,1,,,,,,,,,,,
0.75,0.0,0.75,0.0,36,0,72,1,n10-1,1,1,,,,,,,,,,,
0.75,0.25,0.75,0.25,36,4,77,1,n11-1,1,1,,,,,,,,,,,
0.75,0.0,0.75,0.0,36,0,74,1,n7-1,1,1,,,,,,,,,,,
0.75,0.0,0.75,0.0,36,0,71,1,n9-1,1,1,,,,,,,,,,,
0.75,0.0,0.75,0.0,36,0,72,1,n8-1,1,1,,,,,,,,,,,
1.0,0.5,1.0,0.5,40,8,72,1,n12-1,1,1,,,,,,,,,,,
1.5,0.5,1.5,0.5,48,8,69,1,n13-1,1,1,,,,,,,,,,,
2.0,1.0,2.0,1.0,56,16,55,5,n20-1,1,1,,,,,,,,,,,
2.0,1.0,2.0,1.0,56,16,58,5,n21-1,1,1,,,,,,,,,,,
2.0,1.0,2.0,1.0,56,16,48,5,n19-1,1,1,1.0,3/4,V7,F,I,V7,,V,,,Mm7
2.0,0.5,2.0,0.5,56,8,72,1,n14-1,1,1,,,,,,,,,,,
2.5,0.5,2.5,0.5,64,8,64,1,n15-1,1,1,,,,,,,,,,,
3.0,1.0,3.0,1.0,72,16,67,1,n22-1,2,2,,,,,,,,,,,
3.0,1.0,3.0,1.0,72,16,58,5,n31-1,2,2,,,,,,,,,,,
3.0,1.5,3.0,1.5,72,24,50,6,n39-1,2,2,1.0,3/4,vi(64),F,I,vi(64),,vi,,,m
4.0,0.5,4.0,0.5,88,8,65,1,n23-1,2,2,,,,,,,,,,,
4.0,0.5,4.0,0.5,88,8,57,5,n32-1,2,2,0.5,3/4,vi,F,I,vi,,vi,,,m
4.5,0.5,4.5,0.5,96,8,45,5,n33-1,2,2,0.5,3/4,I6,F,I,I6,,I,,,M
4.5,0.5,4.5,0.5,96,8,57,5,n34-1,2,2,,,,,,,,,,,
4.5,1.0,4.5,1.0,96,16,60,2,n29-1,2,2,,,,,,,,,,,
4.5,0.5,4.5,0.5,96,8,65,1,n24-1,2,2,,,,,,,,,,,
5.0,0.5,5.0,0.5,104,8,43,5,n35-1,2,2,0.5,3/4,V64,F,I,V64,,V,,,M
5.0,0.5,5.0,0.5,104,8,64,1,n25-1,2,2,,,,,,,,,,,
5.0,0.5,5.0,0.5,104,8,55,5,n36-1,2,2,,,,,,,,,,,
5.0,0.5,5.0,0.5,104,8,67,1,n26-1,2,2,,,,,,,,,,,
5.5,0.5,5.5,0.5,112,8,60,2,n30-1,2,2,,,,,,,,,,,
5.5,0.5,5.5,0.5,112,8,53,5,n38-1,2,2,,,,,,,,,,,
5.5,0.5,5.5,0.5,112,8,69,1,n28-1,2,2,,,,,,,,,,,
5.5,0.5,5.5,0.5,112,8,41,5,n37-1,2,2,0.5,3/4,I,F,I,I,,I,,,M
5.5,0.5,5.5,0.5,112,8,65,1,n27-1,2,2,,,,,,,,,,,
6.0,0.5,6.0,0.5,120,8,50,5,n49-1,3,3,0.5,3/4,IV6,F,I,IV6,,IV,,,M
6.0,0.75,6.0,0.75,120,12,70,1,n40-1,3,3,,,,,,,,,,,
6.0,1.5,6.0,1.5,120,24,65,2,n47-1,3,3,,,,,,,,,,,
6.0,0.5,6.0,0.5,120,8,62,5,n50-1,3,3,,,,,,,,,,,
6.5,0.5,6.5,0.5,128,8,58,5,n52-1,3,3,,,,,,,,,,,
6.5,0.5,6.5,0.5,128,8,46,5,n51-1,3,3,0.5,3/4,IV,F,I,IV,,IV,,,M
6.75,0.125,6.75,0.125,132,2,72,1,n41-1,3,3,,,,,,,,,,,
6.875,0.125,6.875,0.125,134,2,74,1,n42-1,3,3,,,,,,,,,,,
7.0,0.5,7.0,0.5,136,8,45,5,n53-1,3,3,1.0,3/4,I6,F,I,I6,,I,,,M
7.0,0.5,7.0,0.5,136,8,72,1,n43-1,3,3,,,,,,,,,,,
7.0,0.5,7.0,0.5,136,8,57,5,n54-1,3,3,,,,,,,,,,,
7.5,0.5,7.5,0.5,144,8,65,1,n44-1,3,3,,,,,,,,,,,
8.0,1.0,8.0,1.0,152,16,50,5,n56-1,3,3,1.0,3/4,viio6/V,F,I,viio6/V,,vii,,,o
8.0,1.0,8.0,1.0,152,16,59,2,n48-1,3,3,,,,,,,,,,,
8.0,0.5,8.0,0.5,152,8,64,1,n45-1,3,3,,,,,,,,,,,
8.5,0.5,8.5,0.5,160,8,65,1,n46-1,3,3,,,,,,,,,,,
9.0,2.0,9.0,2.0,168,32,48,5,n65-1,4,4,1.0,3/4,V(64)},F,I,V(64),,V,,},M
9.0,2.0,9.0,2.0,168,32,60,2,n64-1,4,4,,,,,,,,,,,
9.0,1.0,9.0,1.0,168,16,65,1,n57-1,4,4,,,,,,,,,,,
9.0,1.0,9.0,1.0,168,16,69,1,n58-1,4,4,,,,,,,,,,,
10.0,0.5,10.0,0.5,184,8,67,1,n60-1,4,4,,,,,,,,,,,
10.0,0.5,10.0,0.5,184,8,64,1,n59-1,4,4,2.0,3/4,V|HC,F,I,V,,V,HC,,M
10.5,0.5,10.5,0.5,192,8,67,1,n61-1,4,4,0.0,3/4,{,F,I,,,,,{,
11.0,1.0,11.0,1.0,200,16,60,5,n66-1,4,4,,,,,,,,,,,
11.0,0.5,11.0,0.5,200,8,67,1,n62-1,4,4,,,,,,,,,,,
11.0,1.0,11.0,1.0,200,16,64,5,n67-1,4,4,,,,,,,,,,,
11.5,0.5,11.5,0.5,208,8,67,1,n63-1,4,4,,,,,,,,,,,
12.0,2.0,12.0,2.0,216,32,62,5,n77-1,5,5,,,,,,,,,,,
12.0,0.0,12.0,0.0,216,0,67,1,n68-1,5,5,,,,,,,,,,,
12.0,0.75,12.0,0.75,216,12,79,1,n69-1,5,5,,,,,,,,,,,
12.0,2.0,12.0,2.0,216,32,59,5,n76-1,5,5,2.0,3/4,V.V65,F,V,V65,,V,,,Mm7
12.0,2.0,12.0,2.0,216,32,65,5,n78-1,5,5,,,,,,,,,,,
12.75,0.125,12.75,0.125,228,2,74,1,n70-1,5,5,,,,,,,,,,,
12.875,0.125,12.875,0.125,230,2,71,1,n71-1,5,5,,,,,,,,,,,
13.0,0.5,13.0,0.5,232,8,67,1,n72-1,5,5,,,,,,,,,,,
13.5,0.5,13.5,0.5,240,8,67,1,n73-1,5,5,,,,,,,,,,,
14.0,1.0,14.0,1.0,248,16,60,5,n79-1,5,5,1.0,3/4,I,F,V,I,,I,,,M
14.0,1.0,14.0,1.0,248,16,64,5,n80-1,5,5,,,,,,,,,,,
14.0,0.5,14.0,0.5,248,8,67,1,n74-1,5,5,,,,,,,,,,,
14.5,0.5,14.5,0.5,256,8,67,1,n75-1,5,5,,,,,,,,,,,
15.0,1.375,15.0,1.375,264,22,79,1,n82-1,6,6,,,,,,,,,,,
15.0,0.0,15.0,0.0,264,0,67,1,n81-1,6,6,,,,,,,,,,,
15.0,1.0,15.0,1.0,264,16,59,5,n94-1,6,6,,,,,,,,,,,
15.0,1.0,15.0,1.0,264,16,53,5,n93-1,6,6,,,,,,,,,,,
15.0,1.0,15.0,1.0,264,16,50,5,n92-1,6,6,1.0,3/4,V43,F,V,V43,,V,,,Mm7
16.0,1.0,16.0,1.0,280,16,60,5,n97-1,6,6,,,,,,,,,,,
16.0,1.0,16.0,1.0,280,16,55,5,n96-1,6,6,,,,,,,,,,,
16.0,1.0,16.0,1.0,280,16,52,5,n95-1,6,6,2.0,3/4,I6,F,V,I6,,I,,,M
16.375,0.0625,16.375,0.0625,286,1,81,1,n84-1,6,6,,,,,,,,,,,
16.4375,0.0625,16.4375,0.0625,287,1,83,1,n85-1,6,6,,,,,,,,,,,
16.5,0.25,16.5,0.25,288,4,84,1,n86-1,6,6,,,,,,,,,,,
16.75,0.25,16.75,0.25,292,4,83,1,n87-1,6,6,,,,,,,,,,,
17.0,0.25,17.0,0.25,296,4,81,1,n88-1,6,6,,,,,,,,,,,
17.25,0.25,17.25,0.25,300,4,79,1,n89-1,6,6,,,,,,,,,,,
17.5,0.25,17.5,0.25,304,4,77,1,n90-1,6,6,,,,,,,,,,,
17.75,0.25,17.75,0.25,308,4,76,1,n91-1,6,6,,,,,,,,,,,
18.0,0.25,18.0,0.25,312,4,73,1,n99-1,7,7,1.0,3/4,ii6,F,V,ii6,,ii,,,m
18.25,0.25,18.25,0.25,316,4,74,1,n100-1,7,7,,,,,,,,,,,
18.5,0.5,18.5,0.5,320,8,53,6,n113-1,7,7,,,,,,,,,,,
18.5,0.5,18.5,0.5,320,8,57,5,n107-1,7,7,,,,,,,,,,,
18.5,0.5,18.5,0.5,320,8,62,5,n108-1,7,7,,,,,,,,,,,
18.5,0.25,18.5,0.25,320,4,77,1,n101-1,7,7,,,,,,,,,,,
18.75,0.25,18.75,0.25,324,4,81,1,n102-1,7,7,,,,,,,,,,,
19.0,1.5,19.0,1.5,328,24,72,1,n103-1,7,7,,,,,,,,,,,
19.0,1.0,19.0,1.0,328,16,64,5,n110-1,7,7,,,,,,,,,,,
19.0,1.0,19.0,1.0,328,16,60,5,n109-1,7,7,,,,,,,,,,,
19.0,2.0,19.0,2.0,328,32,55,6,n114-1,7,7,1.0,3/4,V(64),F,V,V(64),,V,,,M
20.0,1.0,20.0,1.0,344,16,65,5,n112-1,7,7,,,,,,,,,,,
20.0,1.0,20.0,1.0,344,16,62,5,n111-1,7,7,1.0,3/4,V7,F,V,V7,,V,,,Mm7
20.5,0.25,20.5,0.25,352,4,76,1,n104-1,7,7,,,,,,,,,,,
20.5,0.5,20.5,0.5,352,8,71,2,n106-1,7,7,,,,,,,,,,,
20.75,0.25,20.75,0.25,356,4,74,1,n105-1,7,7,,,,,,,,,,,
21.0,1.0,21.0,1.0,360,16,64,5,n118-1,8,8,,,,,,,,,,,
21.0,1.0,21.0,1.0,360,16,60,5,n117-1,8,8,1.5,3/4,I|PAC},F,V,I,,I,PAC,},M
21.0,1.0,21.0,1.0,360,16,72,1,n115-1,8,8,,,,,,,,,,,
22.0,0.5,22.0,0.5,376,8,48,5,n119-1,8,8,,,,,,,,,,,
22.5,0.5,22.5,0.5,384,8,72,1,n1-2,0,0,1.5,3/4,F.V{,F,I,V,,V,,{,M
23.0,0.5,23.0,0.5,392,8,72,1,n2-2,0,0,,,,,,,,,,,
23.5,0.5,23.5,0.5,400,8,72,1,n3-2,0,0,,,,,,,,,,,
24.0,0.75,24.0,0.75,408,12,72,1,n6-2,1,1,,,,,,,,,,,
24.0,2.0,24.0,2.0,408,32,60,5,n18-2,1,1,,,,,,,,,,,
24.0,2.0,24.0,2.0,408,32,57,5,n17-2,1,1,,,,,,,,,,,
24.0,2.0,24.0,2.0,408,32,53,5,n16-2,1,1,2.0,3/4,I,F,I,I,,I,,,M
24.75,0.0,24.75,0.0,420,0,74,1,n7-2,1,1,,,,,,,,,,,
24.75,0.25,24.75,0.25,420,4,77,1,n11-2,1,1,,,,,,,,,,,
24.75,0.0,24.75,0.0,420,0,72,1,n10-2,1,1,,,,,,,,,,,
24.75,0.0,24.75,0.0,420,0,72,1,n8-2,1,1,,,,,,,,,,,
24.75,0.0,24.75,0.0,420,0,71,1,n9-2,1,1,,,,,,,,,,,
25.0,0.5,25.0,0.5,424,8,72,1,n12-2,1,1,,,,,,,,,,,
25.5,0.5,25.5,0.5,432,8,69,1,n13-2,1,1,,,,,,,,,,,
26.0,0.5,26.0,0.5,440,8,72,1,n14-2,1,1,,,,,,,,,,,
26.0,1.0,26.0,1.0,440,16,48,5,n19-2,1,1,1.0,3/4,V7,F,I,V7,,V,,,Mm7
26.0,1.0,26.0,1.0,440,16,58,5,n21-2,1,1,,,,,,,,,,,
26.0,1.0,26.0,1.0,440,16,55,5,n20-2,1,1,,,,,,,,,,,
26.5,0.5,26.5,0.5,448,8,64,1,n15-2,1,1,,,,,,,,,,,
27.0,1.5,27.0,1.5,456,24,50,6,n39-2,2,2,1.0,3/4,vi(64),F,I,vi(64),,vi,,,m
27.0,1.0,27.0,1.0,456,16,58,5,n31-2,2,2,,,,,,,,,,,
27.0,1.0,27.0,1.0,456,16,67,1,n22-2,2,2,,,,,,,,,,,
28.0,0.5,28.0,0.5,472,8,65,1,n23-2,2,2,,,,,,,,,,,
28.0,0.5,28.0,0.5,472,8,57,5,n32-2,2,2,0.5,3/4,vi,F,I,vi,,vi,,,m
28.5,0.5,28.5,0.5,480,8,65,1,n24-2,2,2,,,,,,,,,,,
28.5,1.0,28.5,1.0,480,16,60,2,n29-2,2,2,,,,,,,,,,,
28.5,0.5,28.5,0.5,480,8,57,5,n34-2,2,2,,,,,,,,,,,
28.5,0.5,28.5,0.5,480,8,45,5,n33-2,2,2,0.5,3/4,I6,F,I,I6,,I,,,M
29.0,0.5,29.0,0.5,488,8,55,5,n36-2,2,2,,,,,,,,,,,
29.0,0.5,29.0,0.5,488,8,43,5,n35-2,2,2,0.5,3/4,V64,F,I,V64,,V,,,M
29.0,0.5,29.0,0.5,488,8,67,1,n26-2,2,2,,,,,,,,,,,
29.0,0.5,29.0,0.5,488,8,64,1,n25-2,2,2,,,,,,,,,,,
29.5,0.5,29.5,0.5,496,8,41,5,n37-2,2,2,0.5,3/4,I,F,I,I,,I,,,M
29.5,0.5,29.5,0.5,496,8,65,1,n27-2,2,2,,,,,,,,,,,
29.5,0.5,29.5,0.5,496,8,69,1,n28-2,2,2,,,,,,,,,,,
29.5,0.5,29.5,0.5,496,8,60,2,n30-2,2,2,,,,,,,,,,,
29.5,0.5,29.5,0.5,496,8,53,5,n38-2,2,2,,,,,,,,,,,
30.0,0.5,30.0,0.5,504,8,50,5,n49-2,3,3,0.5,3/4,IV6,F,I,IV6,,IV,,,M
30.0,0.5,30.0,0.5,504,8,62,5,n50-2,3,3,,,,,,,,,,,
30.0,1.5,30.0,1.5,504,24,65,2,n47-2,3,3,,,,,,,,,,,
30.0,0.75,30.0,0.75,504,12,70,1,n40-2,3,3,,,,,,,,,,,
30.5,0.5,30.5,0.5,512,8,46,5,n51-2,3,3,0.5,3/4,IV,F,I,IV,,IV,,,M
30.5,0.5,30.5,0.5,512,8,58,5,n52-2,3,3,,,,,,,,,,,
30.75,0.125,30.75,0.125,516,2,72,1,n41-2,3,3,,,,,,,,,,,
30.875,0.125,30.875,0.125,518,2,74,1,n42-2,3,3,,,,,,,,,,,
31.0,0.5,31.0,0.5,520,8,57,5,n54-2,3,3,,,,,,,,,,,
31.0,0.5,31.0,0.5,520,8,45,5,n53-2,3,3,1.0,3/4,I6,F,I,I6,,I,,,M
31.0,0.5,31.0,0.5,520,8,72,1,n43-2,3,3,,,,,,,,,,,
31.5,0.5,31.5,0.5,528,8,65,1,n44-2,3,3,,,,,,,,,,,
32.0,0.5,32.0,0.5,536,8,64,1,n45-2,3,3,,,,,,,,,,,
32.0,1.0,32.0,1.0,536,16,59,2,n48-2,3,3,,,,,,,,,,,
32.0,1.0,32.0,1.0,536,16,50,5,n56-2,3,3,1.0,3/4,viio6/V,F,I,viio6/V,,vii,,,o
32.5,0.5,32.5,0.5,544,8,65,1,n46-2,3,3,,,,,,,,,,,
33.0,2.0,33.0,2.0,552,32,60,2,n64-2,4,4,,,,,,,,,,,
33.0,1.0,33.0,1.0,552,16,69,1,n58-2,4,4,,,,,,,,,,,
33.0,1.0,33.0,1.0,552,16,65,1,n57-2,4,4,,,,,,,,,,,
33.0,2.0,33.0,2.0,552,32,48,5,n65-2,4,4,1.0,3/4,V(64)},F,I,V(64),,V,,},M
34.0,0.5,34.0,0.5,568,8,64,1,n59-2,4,4,2.0,3/4,V|HC,F,I,V,,V,HC,,M
34.0,0.5,34.0,0.5,568,8,67,1,n60-2,4,4,,,,,,,,,,,
34.5,0.5,34.5,0.5,576,8,67,1,n61-2,4,4,0.0,3/4,{,F,I,,,,,{,
35.0,0.5,35.0,0.5,584,8,67,1,n62-2,4,4,,,,,,,,,,,
35.0,1.0,35.0,1.0,584,16,64,5,n67-2,4,4,,,,,,,,,,,
35.0,1.0,35.0,1.0,584,16,60,5,n66-2,4,4,,,,,,,,,,,
35.5,0.5,35.5,0.5,592,8,67,1,n63-2,4,4,,,,,,,,,,,
36.0,0.75,36.0,0.75,600,12,79,1,n69-2,5,5,,,,,,,,,,,
36.0,2.0,36.0,2.0,600,32,59,5,n76-2,5,5,2.0,3/4,V.V65,F,V,V65,,V,,,Mm7
36.0,0.0,36.0,0.0,600,0,67,1,n68-2,5,5,,,,,,,,,,,
36.0,2.0,36.0,2.0,600,32,62,5,n77-2,5,5,,,,,,,,,,,
36.0,2.0,36.0,2.0,600,32,65,5,n78-2,5,5,,,,,,,,,,,
36.75,0.125,36.75,0.125,612,2,74,1,n70-2,5,5,,,,,,,,,,,
36.875,0.125,36.875,0.125,614,2,71,1,n71-2,5,5,,,,,,,,,,,
37.0,0.5,37.0,0.5,616,8,67,1,n72-2,5,5,,,,,,,,,,,
37.5,0.5,37.5,0.5,624,8,67,1,n73-2,5,5,,,,,,,,,,,
38.0,1.0,38.0,1.0,632,16,60,5,n79-2,5,5,1.0,3/4,I,F,V,I,,I,,,M
38.0,1.0,38.0,1.0,632,16,64,5,n80-2,5,5,,,,,,,,,,,
38.0,0.5,38.0,0.5,632,8,67,1,n74-2,5,5,,,,,,,,,,,
38.5,0.5,38.5,0.5,640,8,67,1,n75-2,5,5,,,,,,,,,,,
39.0,1.0,39.0,1.0,648,16,59,5,n94-2,6,6,,,,,,,,,,,
39.0,1.0,39.0,1.0,648,16,50,5,n92-2,6,6,1.0,3/4,V43,F,V,V43,,V,,,Mm7
39.0,0.0,39.0,0.0,648,0,67,1,n81-2,6,6,,,,,,,,,,,
39.0,1.375,39.0,1.375,648,22,79,1,n82-2,6,6,,,,,,,,,,,
39.0,1.0,39.0,1.0,648,16,53,5,n93-2,6,6,,,,,,,,,,,
40.0,1.0,40.0,1.0,664,16,60,5,n97-2,6,6,,,,,,,,,,,
40.0,1.0,40.0,1.0,664,16,55,5,n96-2,6,6,,,,,,,,,,,
40.0,1.0,40.0,1.0,664,16,52,5,n95-2,6,6,2.0,3/4,I6,F,V,I6,,I,,,M
40.375,0.0625,40.375,0.0625,670,1,81,1,n84-2,6,6,,,,,,,,,,,
40.4375,0.0625,40.4375,0.0625,671,1,83,1,n85-2,6,6,,,,,,,,,,,
40.5,0.25,40.5,0.25,672,4,84,1,n86-2,6,6,,,,,,,,,,,
40.75,0.25,40.75,0.25,676,4,83,1,n87-2,6,6,,,,,,,,,,,
41.0,0.25,41.0,0.25,680,4,81,1,n88-2,6,6,,,,,,,,,,,
41.25,0.25,41.25,0.25,684,4,79,1,n89-2,6,6,,,,,,,,,,,
41.5,0.25,41.5,0.25,688,4,77,1,n90-2,6,6,,,,,,,,,,,
41.75,0.25,41.75,0.25,692,4,76,1,n91-2,6,6,,,,,,,,,,,
42.0,0.25,42.0,0.25,696,4,73,1,n99-2,7,7,1.0,3/4,ii6,F,V,ii6,,ii,,,m
42.25,0.25,42.25,0.25,700,4,74,1,n100-2,7,7,,,,,,,,,,,
42.5,0.25,42.5,0.25,704,4,77,1,n101-2,7,7,,,,,,,,,,,
42.5,0.5,42.5,0.5,704,8,62,5,n108-2,7,7,,,,,,,,,,,
42.5,0.5,42.5,0.5,704,8,53,6,n113-2,7,7,,,,,,,,,,,
42.5,0.5,42.5,0.5,704,8,57,5,n107-2,7,7,,,,,,,,,,,
42.75,0.25,42.75,0.25,708,4,81,1,n102-2,7,7,,,,,,,,,,,
43.0,1.0,43.0,1.0,712,16,64,5,n110-2,7,7,,,,,,,,,,,
43.0,2.0,43.0,2.0,712,32,55,6,n114-2,7,7,1.0,3/4,V(64),F,V,V(64),,V,,,M
43.0,1.5,43.0,1.5,712,24,72,1,n103-2,7,7,,,,,,,,,,,
43.0,1.0,43.0,1.0,712,16,60,5,n109-2,7,7,,,,,,,,,,,
44.0,1.0,44.0,1.0,728,16,62,5,n111-2,7,7,1.0,3/4,V7,F,V,V7,,V,,,Mm7
44.0,1.0,44.0,1.0,728,16,65,5,n112-2,7,7,,,,,,,,,,,
44.5,0.25,44.5,0.25,736,4,76,1,n104-2,7,7,,,,,,,,,,,
44.5,0.5,44.5,0.5,736,8,71,2,n106-2,7,7,,,,,,,,,,,
44.75,0.25,44.75,0.25,740,4,74,1,n105-2,7,7,,,,,,,,,,,
45.0,1.0,45.0,1.0,744,16,60,5,n117-2,8,8,1.5,3/4,I|PAC},F,V,I,,I,PAC,},M
45.0,1.0,45.0,1.0,744,16,64,5,n118-2,8,8,,,,,,,,,,,
45.0,1.0,45.0,1.0,744,16,72,1,n115-2,8,8,,,,,,,,,,,
46.0,0.5,46.0,0.5,760,8,48,5,n119-2,8,8,,,,,,,,,,,
46.5,0.5,46.5,0.5,768,8,72,1,n120-1,X1,8,1.5,3/4,I.V{,F,I,V,,V,,{,M
47.0,0.5,47.0,0.5,776,8,72,1,n122-1,X1,8,,,,,,,,,,,
47.0,0.0,47.0,0.0,776,0,74,1,n121-1,X1,8,,,,,,,,,,,
47.5,0.0,47.5,0.0,784,0,70,1,n123-1,X1,8,,,,,,,,,,,
47.5,0.5,47.5,0.5,784,8,69,1,n124-1,X1,8,,,,,,,,,,,
48.0,1.0,48.0,1.0,792,16,67,1,n127-1,9,9,,,,,,,,,,,
48.0,1.5,48.0,1.5,792,24,60,6,n137-1,9,9,1.0,3/4,#viio43(2)/ii,F,I,#viio43(2)/ii,,#vii,,,o7
48.0,1.5,48.0,1.5,792,24,63,5,n133-1,9,9,,,,,,,,,,,
49.0,0.5,49.0,0.5,808,8,66,1,n128-1,9,9,1.0,3/4,#viio43/ii,F,I,#viio43/ii,,#vii,,,o7
49.5,0.5,49.5,0.5,816,8,63,5,n134-1,9,9,,,,,,,,,,,
49.5,0.5,49.5,0.5,816,8,66,1,n129-1,9,9,,,,,,,,,,,
49.5,0.5,49.5,0.5,816,8,60,6,n138-1,9,9,,,,,,,,,,,
50.0,0.5,50.0,0.5,824,8,67,1,n130-1,9,9,,,,,,,,,,,
50.0,0.5,50.0,0.5,824,8,62,5,n135-1,9,9,,,,,,,,,,,
50.0,0.5,50.0,0.5,824,8,58,6,n139-1,9,9,0.5,3/4,ii6,F,I,ii6,,ii,,,m
50.5,0.5,50.5,0.5,832,8,57,6,n140-1,9,9,0.5,3/4,V43/ii,F,I,V43/ii,,V,,,Mm7
50.5,0.5,50.5,0.5,832,8,66,1,n131-1,9,9,,,,,,,,,,,
50.5,0.5,50.5,0.5,832,8,69,1,n132-1,9,9,,,,,,,,,,,
50.5,0.5,50.5,0.5,832,8,60,6,n141-1,9,9,,,,,,,,,,,
50.5,0.5,50.5,0.5,832,8,62,5,n136-1,9,9,,,,,,,,,,,
51.0,1.0,51.0,1.0,840,16,60,5,n150-1,10,10,,,,,,,,,,,
51.0,1.5,51.0,1.5,840,24,55,6,n155-1,10,10,1.0,3/4,ii(9#74),F,I,ii(9#74),,ii,,,m
51.0,1.5,51.0,1.5,840,24,62,6,n156-1,10,10,,,,,,,,,,,
51.0,1.0,51.0,1.0,840,16,66,1,n142-1,10,10,,,,,,,,,,,
51.0,1.0,51.0,1.0,840,16,69,1,n143-1,10,10,,,,,,,,,,,
52.0,0.5,52.0,0.5,856,8,67,1,n144-1,10,10,,,,,,,,,,,
52.0,0.5,52.0,0.5,856,8,70,1,n145-1,10,10,,,,,,,,,,,
52.0,0.5,52.0,0.5,856,8,58,5,n151-1,10,10,0.5,3/4,ii,F,I,ii,,ii,,,m
52.5,0.5,52.5,0.5,864,8,61,5,n152-1,10,10,,,,,,,,,,,
52.5,0.5,52.5,0.5,864,8,58,6,n157-1,10,10,0.5,3/4,viio43,F,I,viio43,,vii,,,o7
52.5,0.5,52.5,0.5,864,8,64,1,n146-1,10,10,,,,,,,,,,,
53.0,0.5,53.0,0.5,872,8,57,6,n158-1,10,10,0.5,3/4,I6,F,I,I6,,I,,,M
53.0,0.5,53.0,0.5,872,8,60,5,n153-1,10,10,,,,,,,,,,,
53.0,0.5,53.0,0.5,872,8,65,1,n147-1,10,10,,,,,,,,,,,
